GeneName,Ensembl,Pathway,ExpressionResults_Sample1.txt,ExpressionResults_Sample10.txt,ExpressionResults_Sample2.txt,ExpressionResults_Sample3.txt,ExpressionResults_Sample4.txt,ExpressionResults_Sample5.txt,ExpressionResults_Sample6.txt,ExpressionResults_Sample7.txt,ExpressionResults_Sample8.txt,ExpressionResults_Sample9.txt
Gene_59,Ens_10059,TGFb,5.84383919436916,6.02932758245345,5.91498629038434,6.58816885513596,7.41309980293961,6.79605069765977,6.1808863877241,5.91715971417635,5.35804508336096,6.6100120690104
Gene_590,Ens_100590,DNA_Binding,10.0201335387839,11.362275093287,10.1033316897799,10.62255398045,9.80714474897559,9.96893107853557,9.14249212536827,10.3081428179475,11.1885969060571,9.58213490091119
Gene_591,Ens_100591,DNA_Binding,10.0703930753257,11.170423350498,8.64717541754651,9.23752451169887,10.2905358337378,10.3045236547431,8.83108733458684,10.0158936249164,10.3314547758051,10.2300066098362
Gene_592,Ens_100592,Glycolysis,11.9131527069123,10.8506358905271,10.0818654810245,9.72921992323194,9.07324119343757,10.7749693321801,11.3048427342889,10.8886394051551,10.2383364584625,9.57792550807985
Gene_593,Ens_100593,TGFb,11.4122630781556,9.57956404305787,11.0682893612029,10.183413010692,10.4023115703823,9.90902012426712,10.6108778888682,9.47253824649349,9.25967706485657,9.05973238029097
Gene_594,Ens_100594,DNA_Binding,11.3776008843116,11.6089866166106,10.1203740219831,9.0997460098615,11.542256104614,9.77671024610506,9.22463148434429,9.43272302600397,11.5662015703301,7.7852817304219
Gene_595,Ens_100595,TGFb,10.2327228356419,10.584488552189,9.34493160018241,11.082316706162,11.6530557712451,8.65546053280375,7.83786295326753,10.3737439499468,10.190478914902,9.80276116014591
Gene_596,Ens_100596,DNA_Binding,10.1880241250649,8.8499622656617,7.85852543012139,9.23724352318488,11.8881840476749,10.8178778997148,9.28850839991972,7.77838093309268,9.91192032758748,9.83570592056948
Gene_597,Ens_100597,DNA_Binding,8.54122136462155,9.62271679701737,10.1098740526273,10.9869029140578,11.3084626514103,8.64454405443166,9.41796985376744,9.60200975750742,9.54247083829175,9.47958119491111
Gene_598,Ens_100598,DNA_Binding,11.5796363536873,9.23979452637477,7.65141192976134,11.5238691490288,9.39242853995093,11.2234529443284,12.3019599096657,8.34049866095224,8.83490686215534,10.0120365892208
Gene_599,Ens_100599,Glycolysis,9.32451823821857,11.0447512553582,10.2847826070844,9.89747430253149,10.5147734556997,11.2930488164333,10.2824972496762,10.0924082975891,9.79049448337385,9.05985026812928
Gene_6,Ens_1006,DNA_Binding,6.04454747005796,7.29059664294085,6.73466731030112,3.53525946948787,6.04668416092467,6.72827263667872,7.23532685389632,5.74351849050263,7.51003266350491,6.21866624264853
Gene_60,Ens_10060,Glycolysis,5.15709165214794,6.59862559643441,6.66975726217937,5.98044742743653,6.23570543751364,7.41677398456675,4.9403628717634,6.17612233357419,6.28362795483738,7.0442089305105
Gene_600,Ens_100600,TGFb,11.1966953563419,9.03977623801653,10.7840588839728,11.8350452258782,9.70955704619655,10.142993641627,10.1639786286252,10.8157835945846,8.96806079558805,7.50951244021618
Gene_601,Ens_100601,Glycolysis,12.3557227729356,9.09745616808229,10.0340824239828,10.4587077167701,8.94385093542441,10.3703286295632,8.80997001286619,10.394931673541,9.44387312377569,10.2998287758822
Gene_602,Ens_100602,TGFb,10.4540221526218,9.85940783726732,10.9665482804608,8.85400091350478,9.18948154487993,11.2075843749162,9.54340008269442,10.9279136798698,9.82499542421817,9.45151657386262
Gene_603,Ens_100603,DNA_Binding,10.6319596300799,10.1820269592512,12.6693397607837,9.61063623420429,10.2741120230279,9.56239557682787,11.5049988691798,9.19939600368395,9.58234819925332,9.92598886817573
Gene_604,Ens_100604,Glycolysis,9.06041270953108,11.3129223499637,9.64169593723254,11.0782067645425,10.7016788172004,11.0783511898449,8.05564627101536,10.4580983138408,9.50167772495537,10.1688347665777
Gene_605,Ens_100605,DNA_Binding,10.0877764279428,10.0209465184721,8.7508811175411,10.3676441167349,12.2391091396904,10.3420009194744,10.4991581073124,8.60916594500485,10.4164813372715,11.4807618953318
Gene_606,Ens_100606,DNA_Binding,10.850091102236,9.53290152152481,9.26982430479962,10.2536709476681,8.25017945402288,11.4006745049757,9.91785197251561,10.530296189401,10.0614817256747,9.89012371518012
Gene_607,Ens_100607,DNA_Binding,10.1266978851879,11.241292865076,9.00678737000128,10.375303270826,10.672322431879,10.175859142761,10.7117428380855,10.7722951617322,11.0289741970477,11.3930412408333
Gene_608,Ens_100608,DNA_Binding,9.6830296350851,10.1616728844135,10.394275244846,10.9568659880292,10.6542208214216,9.35247884631636,10.2962608643439,10.3065397440543,10.0252767382154,11.0229678646577
Gene_609,Ens_100609,Glycolysis,10.6433828993179,7.64821998008246,11.1976752883014,9.80836641024942,8.57706396587471,12.832752669208,10.3264479690505,11.3649492953953,10.5368028315215,12.0649632997188
Gene_61,Ens_10061,Glycolysis,4.53667448817805,4.57481358838461,5.99292994215248,5.7592398634071,5.17160840742263,6.82960146141019,5.42374394669924,4.29802969443571,6.4366393569448,5.69974266088636
Gene_610,Ens_100610,DNA_Binding,10.0904150245186,9.95708998316405,10.412921770522,10.0541566691668,10.5017826314619,10.6862261689594,10.8675833064863,10.7762872745123,9.96476003468062,9.74645088535357
Gene_611,Ens_100611,DNA_Binding,10.2029281622312,9.51352580964633,12.9338079717466,11.6049660171225,10.2805558006885,11.6280048927448,9.18157714317646,10.492778387956,10.1049693303737,9.91873868605019
Gene_612,Ens_100612,Glycolysis,9.24174865913477,9.40421480659911,8.62604398026814,10.3929905322717,9.52328397095011,8.6828384511825,9.50603118240678,9.76815815528293,9.02066481406998,8.99594757041493
Gene_613,Ens_100613,DNA_Binding,10.9544891791334,9.22365809869799,9.05038675877993,9.01356507983363,12.1775068478175,9.40923912480647,10.4459344445329,8.55427176455175,10.339014195779,9.79407839407185
Gene_614,Ens_100614,WntSignaling,7.99247644530312,10.030322617321,9.06029522076246,7.95508089981804,9.57223173166652,10.7333586414635,9.76384833197222,9.43015552992094,10.7409184701548,9.01380471861793
Gene_615,Ens_100615,DNA_Binding,10.3064565725478,10.3246876012999,8.51047230378333,9.77530016241013,10.0511298775416,10.9640193891557,9.79199525934619,11.001356411647,9.74642075394912,9.46752829188463
Gene_616,Ens_100616,DNA_Binding,11.2560141228022,7.75932386413988,9.4690119160492,9.06117316573406,9.29394963010472,10.5862676782468,10.1481376070782,8.69099940906683,10.9054784218921,9.36852269033567
Gene_617,Ens_100617,TGFb,10.3978700571123,11.5222681935762,9.69355995091799,9.57575119666003,11.1116364893831,9.98425523583024,10.155877202609,10.4844138375935,10.6595835696802,9.78632365267239
Gene_618,Ens_100618,TGFb,11.0865192965412,8.74163223933822,9.07389731817041,9.28096721658732,9.01831434410357,9.50656931986499,9.38139900770522,10.0150252284069,10.8201365988372,9.19235369740047
Gene_619,Ens_100619,Glycolysis,11.6165836151982,9.9428558999103,9.83470094458834,10.0872596706245,10.8094576335225,9.44804812923429,9.28005304923214,10.22088508606,9.27629008880191,8.50401929510308
Gene_62,Ens_10062,DNA_Binding,3.85312397500943,6.44939742769021,5.55253478208431,5.35663695388297,7.95310312229592,7.82540244053885,7.30052148819289,6.43853208092317,5.20503362767394,6.53981099729683
Gene_620,Ens_100620,DNA_Binding,9.22816951209799,10.4080779712937,9.86688477358785,11.3579091362732,9.42158031846273,11.1109849252993,10.2712195162254,7.65544841474074,9.17381886219103,8.94563601324593
Gene_621,Ens_100621,DNA_Binding,8.80656205734293,9.57568920448853,9.94516136049601,11.4875563919341,10.5296928729866,9.10023841623416,10.7083893980337,9.1858903203884,8.36159756637818,10.6740739469354
Gene_622,Ens_100622,DNA_Binding,7.94703279367091,9.54291679716188,11.4851063994705,10.7555405365337,10.758830749377,9.0986961246583,10.1477598026261,9.18684504906543,11.4045122559547,10.0005239116961
Gene_623,Ens_100623,DNA_Binding,10.4303551339508,10.7615037466693,9.56238891606775,9.58883029304628,10.713292513314,7.86577928032466,9.39811988745303,9.35105710156794,8.95995038203954,11.7139630619265
Gene_624,Ens_100624,DNA_Binding,8.4020004222605,10.4881552243051,9.17894639196266,10.3891698239176,8.16519717824242,11.2145960399137,8.91130145685318,11.5001560373166,9.93909052510806,9.43300683001856
Gene_625,Ens_100625,Glycolysis,9.40944491521649,8.90547080885076,12.6924041799425,9.38419733313231,9.29578313069037,9.41460317966222,9.34130087011294,10.8955935328576,9.69768951451502,9.98792980712004
Gene_626,Ens_100626,DNA_Binding,11.7847108813497,9.16792584931365,11.0788428719072,10.9955530486516,9.55802609869891,10.4359828959705,10.5132371506218,9.17237991281583,9.20745622258153,9.62041467197152
Gene_627,Ens_100627,WntSignaling,9.33907309535331,10.6391344099613,9.91679037396782,12.8223891749768,11.4879283256728,10.3376021451178,9.41008288842563,9.3436700150701,10.3936140157667,10.7544532815751
Gene_628,Ens_100628,TGFb,10.0248828665846,9.85826128764323,10.0027494558325,10.914284974022,10.960181614966,9.60448325908935,9.07878640021879,9.68237497329079,9.48711873491631,11.3840810771299
Gene_629,Ens_100629,WntSignaling,10.2433702598921,9.85029959816517,9.96466406594068,9.72569914079792,11.5412256845731,9.53598909556609,9.35585625510769,9.3666813838247,10.8440981352483,8.56172368548697
Gene_63,Ens_10063,WntSignaling,7.15307683865751,5.27727408555232,5.82242874607106,6.86459185835945,6.54228098675113,6.43445510429966,6.37077297236254,5.64091547401017,7.24492291618752,5.96653312291126
Gene_630,Ens_100630,DNA_Binding,11.215792360814,12.5016357451743,10.7164689065012,10.4426988422366,10.2581006389449,10.0670555255411,10.5129588950948,9.66463982804869,11.5830462574522,9.21610625369095
Gene_631,Ens_100631,WntSignaling,9.67084395418139,8.39138244560249,9.39140093980056,9.41567624472465,10.1555112661527,8.58458780166635,10.3623523374525,11.4598490762068,9.23881826937842,10.2376283437472
Gene_632,Ens_100632,Glycolysis,8.9917924950612,9.409034003089,9.45134947528172,10.2841800884005,9.97246802941696,12.0023884967267,9.0030938309261,11.0610536495685,10.5150525623837,9.31399341879442
Gene_633,Ens_100633,DNA_Binding,10.8733967054923,10.3746216919603,10.2016978508893,8.65871382679195,7.90396071450832,11.4703662707884,9.66620946735543,11.1714890269027,9.58713595570763,9.71379089342077
Gene_634,Ens_100634,WntSignaling,10.3985412459745,10.5230216935102,9.67640565107924,8.4308003222551,9.2512643145905,10.0555546885414,9.09786624033604,9.13859543272434,8.99380290337483,9.71833087929798
Gene_635,Ens_100635,DNA_Binding,10.0575724446965,9.86882666778981,10.1355620628093,9.18001048357072,10.1867390604661,8.7411450006877,11.2840204902119,9.32755819642685,11.4888306033318,10.5597908494262
Gene_636,Ens_100636,TGFb,11.508822512017,9.9553056023238,10.6768310415847,10.0684135857961,12.6119560437898,9.96841666942383,10.2344101992808,10.1366087006254,10.8382998568801,8.90966506679229
Gene_637,Ens_100637,Glycolysis,9.76100417732086,10.3218978658421,11.2775362228204,9.43675806227423,9.99379517941685,9.39344853355787,9.64853032313354,8.08790371690749,11.911994108376,8.92973075624334
Gene_638,Ens_100638,Glycolysis,11.2591519980141,10.1925147112111,9.06878302489112,11.0501192419379,10.1434541327624,12.4305208573099,11.5230503072587,9.12082586651243,11.470953937482,9.5267986160532
Gene_639,Ens_100639,WntSignaling,9.00267757994436,8.18016112977388,8.60381238169645,10.647129029665,10.08758138359,8.56568035316539,8.45303584482787,9.26339125403262,9.29561966971546,9.5709370008061
Gene_64,Ens_10064,DNA_Binding,6.58192519878043,5.04020799095824,6.92454759467481,6.75105306209771,7.03106348899821,7.10921925465624,6.55253045257014,5.43927021183034,5.60745803894243,5.35612372247623
Gene_640,Ens_100640,DNA_Binding,8.35509690165012,10.7227435349446,10.2072114346126,9.68235531412248,9.86468482482665,11.3330610094931,10.9937684279017,11.5286167867582,9.44553601843119,10.9113386956208
Gene_641,Ens_100641,DNA_Binding,10.404601666353,9.5559044104018,9.77686484571552,11.28856987551,9.48275634254157,10.8804722816308,11.2845513882294,9.20751437639971,11.9677443301212,8.87576146269032
Gene_642,Ens_100642,Glycolysis,8.18610145761067,8.98140105002482,10.4531566463959,10.7672344931668,10.2782290822696,11.5988633299759,7.71579214202841,10.7420355943922,9.93246186978662,10.1929667705815
Gene_643,Ens_100643,TGFb,11.7545817318448,11.1987088276616,8.24994634013173,11.0560102681586,10.7435430988609,11.2967565288759,8.51825668516481,10.7127435326314,8.90881202696934,10.0799295396275
Gene_644,Ens_100644,DNA_Binding,8.69001229286204,10.3236931313374,9.11261517624479,10.6865558668826,10.3171019490295,10.5668979468457,9.88072417516016,11.9778061667358,9.70569301035096,7.91345557971874
Gene_645,Ens_100645,DNA_Binding,12.3902519168468,9.51747873200668,11.2972054772911,10.9506113189407,9.55690370788836,10.2890700778884,10.0545677879071,9.71959538729792,9.80766953045124,8.48169099689557
Gene_646,Ens_100646,DNA_Binding,9.68584712620415,11.3245027128849,8.91773540997559,9.34681998244274,8.9848416113886,10.6812381350062,9.38910178103093,9.69148191694354,10.4157013181651,10.4579186954968
Gene_647,Ens_100647,DNA_Binding,9.75977299614112,10.8904834210193,10.0803273435964,10.5821902431514,10.7021023979216,9.72076849347864,9.4456303361017,9.76829978108482,11.0389649044145,9.64333851778229
Gene_648,Ens_100648,DNA_Binding,10.7832518630608,9.67918418699146,10.5994359733034,10.1670959463515,9.11228463776638,8.43262103663044,10.1155037154482,10.7382928919742,9.60533529964724,10.7499756441745
Gene_649,Ens_100649,DNA_Binding,11.3424955782761,10.3043673055733,9.60321164790838,9.13502192599368,10.7031697021477,10.12763171392,10.2464948613591,9.49610025233087,12.3832472953897,10.3989333514864
Gene_65,Ens_10065,Glycolysis,5.85132090857004,6.99255966003073,5.83721363108143,7.97551970753849,5.05495582662272,4.03641021358304,6.45942300991624,5.81462666567187,5.67820929985102,5.29240120483045
Gene_650,Ens_100650,DNA_Binding,8.59769746006243,9.70611709593944,11.9620788865865,8.43905987672264,9.85105862972527,9.6696586188093,9.44515944221493,9.02442969273552,11.3943952698039,12.7874558807379
Gene_651,Ens_100651,DNA_Binding,9.48385549146886,10.3178502444086,9.25857712857567,11.1762211492114,8.59548989179059,9.99247409861828,11.0390169845009,9.81145282499098,8.51554191220301,11.4344479892973
Gene_652,Ens_100652,DNA_Binding,11.3684729795135,9.79027053431105,8.71244677622084,9.63957188666123,11.7275224268178,10.8156966427744,11.090950705815,12.2376171434683,9.79055910432958,10.0519802569037
Gene_653,Ens_100653,Glycolysis,11.1255759951613,11.631488585516,8.69533895155229,8.33740161990727,10.6281562006071,9.38742286868345,10.7913401035913,9.71869208910902,9.86315418854027,9.53635974444335
Gene_654,Ens_100654,Glycolysis,11.0338290961804,10.5740088764334,12.2741825699531,10.3968299169324,11.1724222288348,10.7317342703342,8.25030722580165,8.62234430002514,10.7681007791743,10.8453928081687
Gene_655,Ens_100655,WntSignaling,11.0349680359564,9.5994977636818,9.8423776510895,11.1472217717416,10.3849333658529,10.1140930635449,11.6534030492652,10.6582530520905,10.6044386388399,10.156435210193
Gene_656,Ens_100656,DNA_Binding,11.8780301417345,11.0489793558018,11.825749425525,11.2610460166437,10.6082648100742,9.40888062988751,9.08437223051265,10.2276000445797,9.84693838329521,10.9506014064351
Gene_657,Ens_100657,WntSignaling,9.75197556717241,9.00232162165299,10.1045214155846,9.58804377387316,10.9756892206009,12.2601308780926,8.80041569203091,11.585591709579,9.90351569320394,12.6811398486811
Gene_658,Ens_100658,TGFb,9.69636091477827,10.1699025403533,10.5619902504694,10.0661919472923,8.56808069574907,9.91163991205163,10.3606449187183,11.1117322961528,9.10251872124347,10.2749340959495
Gene_659,Ens_100659,DNA_Binding,9.53531611796453,9.33818296718008,11.3958851816066,9.76965195136975,10.2566773340542,12.7471570852255,7.99904671125011,9.28691210261401,9.77140813935187,9.70175075141414
Gene_66,Ens_10066,DNA_Binding,6.09097273425157,5.83410434491757,5.35978686304113,3.98128894393218,4.80369272656875,6.06931194973159,6.00862205704768,7.29090585491788,6.006281410635,5.37228444052302
Gene_660,Ens_100660,DNA_Binding,12.9308551244089,8.50191212711646,8.84681867655787,9.55759237744444,10.0289766431786,9.75588359294918,11.6250238296568,9.34616246441256,7.1555115951244,11.37196102006
Gene_661,Ens_100661,DNA_Binding,10.5509066471281,9.22643109292484,9.37782829469121,9.6337344659876,9.56235138675668,10.7889666398854,9.98076258047794,10.4287746392083,10.6586651074743,10.4247245664834
Gene_662,Ens_100662,Glycolysis,8.49408363981669,8.92627581764764,11.152802230463,10.9671020970126,10.2562970569022,9.03095738290211,11.2181845964526,9.46015367167763,10.0454912823805,9.70499032717557
Gene_663,Ens_100663,Glycolysis,10.4419343319463,11.6573517735197,9.57678582823411,9.48308837782303,9.29768193412927,8.81598926071864,9.11520599974581,10.4448365544116,10.2450883637748,10.7531003240475
Gene_664,Ens_100664,WntSignaling,11.4852013786959,11.514728073197,11.0197010519704,11.4091363272023,8.57457141536449,8.53694563967184,9.59735518987025,10.9490518955564,10.0467234776544,9.28545370629679
Gene_665,Ens_100665,DNA_Binding,9.71633742054016,9.93570086211587,10.7163637265806,11.0564171624045,11.6622699715483,10.8479231102218,11.2002566590345,9.67892310582311,8.73870840305661,9.48047003419714
Gene_666,Ens_100666,DNA_Binding,8.07460933369331,10.742911435854,12.3399369151624,9.30179425762005,8.90075589429317,8.05929011461185,10.5392443035962,9.5318767096638,9.33637050754722,9.6865346186874
Gene_667,Ens_100667,TGFb,10.0357869905198,9.09977601205412,12.1692672373952,9.88636016337104,10.2485359665055,8.02127100023549,10.7745355402596,11.6382205419446,9.73797889176117,9.81557001242338
Gene_668,Ens_100668,TGFb,11.9064625751728,10.8123653634455,11.4622527109031,9.77623758457912,8.13029022380272,10.8491079828457,10.5765500398022,10.348664373617,10.1413198527361,11.1364495818041
Gene_669,Ens_100669,Glycolysis,8.96216559757178,10.6378700244219,10.0937039014692,11.8220372018562,8.15525815507284,9.16797078831983,10.9316652082661,9.1088498352721,10.3808390421873,10.3649325893154
Gene_67,Ens_10067,WntSignaling,5.9664957059092,6.61223780630467,5.88967124075138,4.90446008074636,7.89336691411897,4.9446143546497,5.80983922113986,5.79836274040352,7.24871021134087,4.87043187400701
Gene_670,Ens_100670,DNA_Binding,10.7775271676603,9.47386871272398,12.573915030013,9.57479173004157,11.694030556249,9.301413326368,9.65417671346822,11.0306489511949,9.58381501239277,10.4832806344383
Gene_671,Ens_100671,DNA_Binding,10.9217078870658,10.0306964045302,9.26448064538242,11.1050325372736,12.3136107206533,9.84332641466094,10.3757734373513,8.3803486721132,9.79782134934712,11.2410969145459
Gene_672,Ens_100672,Glycolysis,9.19534247886109,9.75541049214317,9.83877749112654,11.0543242071614,11.5245598549234,8.59220914793465,10.5447257799364,9.43979858954949,8.57287583921885,10.3264853172066
Gene_673,Ens_100673,Glycolysis,9.36707067631026,8.80123776495806,10.273701741031,11.90487237366,9.77073402488177,10.2210865131618,10.5011050970023,9.87186302594142,10.0382903917218,9.60209611731462
Gene_674,Ens_100674,Glycolysis,9.1498225206685,10.3800177764177,12.122700693279,10.7723333060151,8.54111555739598,10.1515848832984,10.4195685283967,7.69317084174975,10.0169270702139,8.38229999445477
Gene_675,Ens_100675,Glycolysis,10.2914877815664,10.5710289689981,10.9710790238595,11.7911595055884,10.6408276837312,10.2006683130364,9.37609314187492,8.18355722145478,9.39659950618814,10.2701503321446
Gene_676,Ens_100676,TGFb,11.9670706874466,10.2098949733748,11.0108276411405,9.89466892388999,9.84541650764506,8.74933766439675,9.80292272844743,11.0379410709476,10.7721543156922,10.0247817326131
Gene_677,Ens_100677,Glycolysis,9.52011584926525,10.3038464530257,9.31317135592677,9.13067865855862,10.4000915575203,8.92408430198202,9.96541026517983,10.3044667610802,10.66872860388,10.4573173173049
Gene_678,Ens_100678,DNA_Binding,9.11773243047233,10.5743534529184,10.2851739840548,9.54924554551409,10.4743012478001,10.8849973778845,9.42251443477062,9.65651092506075,10.8764798455373,10.0059500888643
Gene_679,Ens_100679,Glycolysis,9.3394141802599,9.16064746975089,9.68889891424892,9.80868677751382,8.64949545749357,9.90153260066155,7.91738208580162,9.05149154265402,8.83069037941182,11.4589065821166
Gene_68,Ens_10068,Glycolysis,6.59634929215834,6.20444536514546,4.53261026137748,6.84986582223038,6.94981776882488,7.8700690820155,7.78478424575969,3.12332440833895,4.50264587787356,5.01151356903816
Gene_680,Ens_100680,Glycolysis,11.0547549469976,9.95571777499319,9.18405794311426,11.5641179468456,8.90842311629661,8.42882447176408,10.8808080516931,7.81420976103413,10.9302815215047,10.4859406414044
Gene_681,Ens_100681,TGFb,9.46135694409658,9.60994789604183,9.94436597174754,11.0327764334699,9.85333304601919,8.97882713042417,9.30312193992173,11.7914102682505,9.87170629858425,9.12018291883032
Gene_682,Ens_100682,TGFb,10.1162149361687,12.0128108575708,9.41829198603318,10.4484146377621,8.52431157142619,10.1301113450722,9.46549128484535,10.0720902575895,9.65854175891688,9.15198844667351
Gene_683,Ens_100683,DNA_Binding,9.84932399539622,10.5434355126305,9.70944053543377,8.97140103530184,10.884279165017,8.6323277927587,11.7366610447785,9.89877643661693,7.95012737144955,9.19823112520582
Gene_684,Ens_100684,WntSignaling,10.3390577990986,10.175594630235,11.5591409585316,8.65043688238738,8.38537665883854,10.7188621133894,9.97293038892548,10.0948462627712,9.7927134885279,11.0989768585082
Gene_685,Ens_100685,DNA_Binding,9.81281664477752,10.0147084463442,11.3364364570624,8.08886969339273,9.96690447448795,10.7177253269746,8.72299081069918,9.48025571903981,9.99753154074612,10.2455064035509
Gene_686,Ens_100686,DNA_Binding,10.2364409213806,10.5088345751223,9.9180525754548,11.8098438422509,9.43551244161612,11.3228160392732,8.33308338653304,9.26363691225887,8.36079680113962,10.805281351204
Gene_687,Ens_100687,DNA_Binding,9.57387819309689,9.08824608098438,10.5240000588365,9.87328542419898,10.0396152140992,10.7589228298119,9.79577664708443,9.63298239920924,11.2307996439308,9.486171865825
Gene_688,Ens_100688,DNA_Binding,11.3903788053744,9.26738146575812,10.0161350326209,11.5236872075773,11.0479731383708,10.1449822353021,10.0083607963326,10.845484618817,10.9625882185557,8.70822291738401
Gene_689,Ens_100689,TGFb,9.66446776122988,10.5519767104323,10.6379144903211,11.121322565822,9.89691070292032,11.7499220300064,10.3464270645591,11.1307924045476,9.85194199179033,9.15369397290776
Gene_69,Ens_10069,TGFb,4.5879139624262,5.38551605654753,6.03116950045679,6.31787913641114,4.93798696903999,6.45935488806847,6.23187315368134,6.46948118488713,4.92113151689987,4.8783030727687
Gene_690,Ens_100690,DNA_Binding,11.1943277585971,11.2689688872933,9.01391821243528,9.85473140674967,10.1640452946016,10.6278986832763,10.3099716767096,9.82382143314386,10.1899709843157,9.74177078842265
Gene_691,Ens_100691,TGFb,11.4764626990197,11.4638771669778,9.71977124881192,9.52191883971715,10.9922002495079,11.1641408017177,12.0979340807372,8.2957252416124,9.85284029841276,10.1226586029371
Gene_692,Ens_100692,Glycolysis,9.00851767989074,10.2242062319448,10.5360401999244,8.86566768732576,10.980151873864,10.9328542998814,11.8494751799161,10.7071674969313,11.5213289053388,9.59552249755906
Gene_693,Ens_100693,DNA_Binding,11.5085454236426,7.93676887300444,10.1621088330821,9.479526075534,9.03786524490032,9.12671965981334,10.7187544039841,8.51671437239916,9.04540431821578,8.03028496715546
Gene_694,Ens_100694,DNA_Binding,10.6571380314027,10.651137472741,10.2302949643612,9.50504104187419,11.7816212342583,11.6287763604163,9.27871785325111,11.3091185050392,10.2151023260177,10.0203615967126
Gene_695,Ens_100695,Glycolysis,9.06256176810552,9.55255224895874,9.34432336630062,7.1346924654619,11.6051057870258,9.16385973797299,10.0701254393799,9.2434256408304,9.62349041868715,9.28579597649315
Gene_696,Ens_100696,DNA_Binding,10.3820789777984,8.94603389688679,10.3502937295079,10.3223111805963,10.5011573441223,8.34779147393854,10.7779150920048,8.96817321342906,10.9085738851298,9.86952213947023
Gene_697,Ens_100697,DNA_Binding,8.99035883931993,9.88147779331115,9.76999175498917,10.5606163233439,10.7018875636055,10.0978243253058,9.5069459801929,10.4608128345194,11.1249638830603,11.3511606377891
Gene_698,Ens_100698,TGFb,9.9902611546922,10.6194700869082,9.62601692939105,9.55433411369707,12.3323143473421,10.3472588224552,9.96919706919429,9.27910013309755,9.33212109303768,10.7746438542965
Gene_699,Ens_100699,DNA_Binding,10.1705460598917,11.6698616588146,9.72681920297207,9.83105713976864,11.7745001912904,9.12250928755028,10.876540028772,11.3901048980226,10.5057999626268,11.2415391817645
Gene_7,Ens_1007,Glycolysis,7.17977293246258,6.47233983368328,4.97331281162133,4.878567780058,5.89822240810996,4.76667520934934,3.93311419728491,7.06819657748441,6.93402745858236,5.72255905869869
Gene_70,Ens_10070,WntSignaling,6.15088517460625,5.05524845732856,5.67672764469708,5.02687109047225,4.96936536827845,5.92996443464856,5.36128089873531,6.3048661720641,6.11053630476057,5.99952495105072
Gene_700,Ens_100700,DNA_Binding,9.41929723571829,9.30798733787735,9.66552410518311,13.0117274270269,9.06131277675303,10.164089504648,9.91224791013972,9.98911908905143,9.50762727887609,9.3771682085077
Gene_701,Ens_100701,Glycolysis,9.91427961081783,9.48713127287117,10.6205854056024,8.90355849948401,9.56812597546882,11.2559339691873,9.25368755949362,9.94365433284693,9.25345269337365,8.34546217541998
Gene_702,Ens_100702,Glycolysis,10.4237082207305,11.1182052719371,10.3377739825408,11.6381304508671,9.76103737638698,9.46956125827887,10.3337215356721,11.1107790343859,9.38555796858057,8.4373815946803
Gene_703,Ens_100703,TGFb,12.3458123119904,8.93090086894314,10.0950819289471,11.4459205378085,9.64413859867923,10.7051962264138,10.8109381651236,8.47679024953034,10.0132406108226,10.0613592619005
Gene_704,Ens_100704,Glycolysis,11.0383939768744,9.22735181482201,10.9481871198173,11.0848579951507,9.06899869055169,9.87554160848812,10.6817873044382,12.094098610814,7.72996814388902,9.27413213562512
Gene_705,Ens_100705,Glycolysis,8.84787408502605,10.9599278978132,10.2976209594306,9.97283876018281,9.83669244353425,10.0185107930295,9.26287497562573,12.3017297963278,9.71998013555303,8.33565638388543
Gene_706,Ens_100706,WntSignaling,9.3670594252613,9.68240038105269,9.69366074610197,11.0512229981758,8.72672055816924,9.44522622360477,9.7510525679751,10.0864931672647,9.51714928376791,8.74545648124026
Gene_707,Ens_100707,DNA_Binding,8.70739148961814,8.42381058003425,8.72133810829626,8.1570647920518,10.6197569444836,10.9472647469699,9.2062807427991,10.6870776089556,10.6757687029515,10.3435490935768
Gene_708,Ens_100708,DNA_Binding,9.25237845912866,11.1759970907497,10.7757254985075,10.4753102048521,10.3738813599478,11.3177910373673,9.09415913769167,11.7117400808783,11.0815432906677,11.8945452627202
Gene_709,Ens_100709,TGFb,9.89902156610139,9.35381470646691,8.94371614106853,10.2060633616179,9.41486609588694,10.4138001909397,8.61703590168817,9.8044314044503,8.1510758805301,10.1250591129513
Gene_71,Ens_10071,Glycolysis,4.76897043846028,6.37758000620295,6.61834037614114,8.08631751837037,4.63245888745232,6.17684021745005,6.15804233771001,6.83109222504996,6.54997966948657,7.14460263380812
Gene_710,Ens_100710,DNA_Binding,9.11157040608038,10.963130365071,10.4305520454224,10.2248212252367,8.65833851687644,10.6647511693764,9.72076002329222,9.41008608192492,8.49575277095293,10.6798015308338
Gene_711,Ens_100711,DNA_Binding,12.2593851220294,11.0766305204003,9.08545253918125,9.43801774810701,8.73609146639554,8.9243805866262,10.109054441355,11.5504981838486,10.6175347850074,10.0459834016552
Gene_712,Ens_100712,Glycolysis,9.95078759005027,9.16114905018653,11.2819936232378,11.7568437576128,11.4032781831616,9.73020650940744,7.92648391156218,9.48503895161351,9.29458099584596,11.4788341167767
