chr	start	end	strand	ens	Symbol
chr5	84845407	84847407	-	ENSMUSG00000029245	Epha5
chr7	117770175	117772175	+	ENSMUSG00000030790	Adm
chrX	102958618	102960618	+	ENSMUSG00000031230	Fgf16
chr4	106294037	106296037	+	ENSMUSG00000034919	Ttc22
chr2	91863659	91865659	-	ENSMUSG00000027230	Creb3l1
chr15	98619288	98621288	+	ENSMUSG00000022997	Wnt1
chr1	37775930	37777930	-	ENSMUSG00000026090	2010300C02Rik
chr10	30561607	30563607	-	ENSMUSG00000019789	Hey2
chr1	74817466	74819466	+	ENSMUSG00000033227	Wnt6
chr15	60653520	60655520	+	ENSMUSG00000044513	9930014A18Rik
chr11	102006560	102008560	-	ENSMUSG00000087339	Gm11586
chr15	74345626	74347626	+	ENSMUSG00000034730	Bai1
chr6	120442977	120444977	-	ENSMUSG00000072800	Cecr6
chr14	65880300	65882300	-	ENSMUSG00000007989	Fzd3
chr9	55387695	55389695	-	ENSMUSG00000090270	Gm17226
chr13	113777010	113779010	+	ENSMUSG00000042417	Ccno
chr7	152082366	152084366	-	ENSMUSG00000090767	Gm17685
chr5	145117981	145119981	-	ENSMUSG00000038859	Baiap2l1
chr6	7504071	7506071	+	ENSMUSG00000061762	Tac1
chr15	98607581	98609581	-	ENSMUSG00000022996	Wnt10b
chr10	105010009	105012009	+	ENSMUSG00000085282	Gm15663
chr13	73396945	73398945	+	ENSMUSG00000021604	Irx4
chr5	91502643	91504643	+	ENSMUSG00000029377	Ereg
chr18	37655651	37657651	+	ENSMUSG00000043313	Pcdhb19
chr5	43625591	43627591	-	ENSMUSG00000085720	Gm7854
chr8	120021191	120023191	+	ENSMUSG00000034330	Plcg2
chr6	114080235	114082235	+	ENSMUSG00000030307	Slc6a11
chr11	101120881	101122881	+	ENSMUSG00000035112	Wnk4
chr1	57027335	57029335	+	ENSMUSG00000087022	9130024F11Rik
chr8	72410586	72412586	-	ENSMUSG00000044006	Cilp2
chr5	69731948	69733948	-	ENSMUSG00000037653	Kctd8
chr10	53469715	53471715	-	ENSMUSG00000019856	Fam184a
chr8	61389424	61391424	-	ENSMUSG00000061864	Galntl6
chr17	37333956	37335956	-	ENSMUSG00000043827	Olfr94
chr7	35596730	35598730	-	ENSMUSG00000060402	Chst8
chr14	98567984	98569984	-	ENSMUSG00000055639	Dach1
chr8	33117976	33119976	+	ENSMUSG00000091819	Gm17443
chr17	81342972	81344972	+	ENSMUSG00000024245	Tmem178
chr1	134194203	134196203	+	ENSMUSG00000042115	Klhdc8a
chr5	105947407	105949407	+	ENSMUSG00000054720	Lrrc8c
chr11	95006577	95008577	-	ENSMUSG00000020871	Dlx4
chr12	86215719	86217719	+	ENSMUSG00000092130	D030025P21Rik
chr5	135726100	135728100	-	ENSMUSG00000049551	Fzd9
chr14	34735773	34737773	+	ENSMUSG00000021943	Gdf10
chr1	125941136	125943136	-	ENSMUSG00000036815	Dpp10
chr3	52071259	52073259	+	ENSMUSG00000044167	Foxo1
chr14	18492474	18494474	+	ENSMUSG00000021779	Thrb
chr6	64678140	64680140	+	ENSMUSG00000073043	Atoh1
chr11	72831343	72833343	-	ENSMUSG00000086943	4732414G09Rik
chr6	97009405	97011405	-	ENSMUSG00000046500	Fam19a4
chr18	75856350	75858350	-	ENSMUSG00000052928	Ctif
chr11	60835066	60837066	+	ENSMUSG00000042529	Kcnj12
chr1	74946300	74948300	-	ENSMUSG00000065616	Mir375
chrX	152056332	152058332	+	ENSMUSG00000084932	Gm15156
chr3	157228856	157230856	+	ENSMUSG00000040016	Ptger3
chr4	66064645	66066645	-	ENSMUSG00000028373	Astn2
chr19	10462580	10464580	+	ENSMUSG00000024743	Syt7
chr17	6131613	6133613	-	ENSMUSG00000058542	Gm15590
chr8	97055890	97057890	+	ENSMUSG00000034361	Cpne2
chr3	108028566	108030566	-	ENSMUSG00000027887	Sypl2
chr11	74985890	74987890	+	ENSMUSG00000065590	Mir212
chr10	78242241	78244241	+	ENSMUSG00000005357	Slc1a6
chr3	5219841	5221841	-	ENSMUSG00000086224	2700069I18Rik
chr8	25784227	25786227	-	ENSMUSG00000031552	Adam18
chr14	70929628	70931628	+	ENSMUSG00000033595	Lgi3
chr19	46221865	46223865	-	ENSMUSG00000025229	Pitx3
chr15	99420280	99422280	+	ENSMUSG00000044217	Aqp5
chr11	50414586	50416586	+	ENSMUSG00000036545	Adamts2
chr7	35970404	35972404	+	ENSMUSG00000030495	Slc7a10
chr9	75472539	75474539	+	ENSMUSG00000032184	Lysmd2
chrX	34587840	34589840	+	ENSMUSG00000044400	Sowahd
chr6	147211689	147213689	-	ENSMUSG00000048776	Pthlh
chr3	84283351	84285351	-	ENSMUSG00000041842	Fhdc1
chr3	82351008	82353008	-	ENSMUSG00000028004	Npy2r
chr7	56500559	56502559	+	ENSMUSG00000052512	Nav2
chr9	86909372	86911372	+	ENSMUSG00000047897	Ripply2
chr7	19577123	19579123	-	ENSMUSG00000074355	Gm10676
chr7	25421935	25423935	-	ENSMUSG00000086678	Gm16737
chr10	88806507	88808507	-	ENSMUSG00000091581	Gm17277
chr15	95358137	95360137	-	ENSMUSG00000022454	Nell2
chr4	114728031	114730031	+	ENSMUSG00000028717	Tal1
chr12	120083802	120085802	+	ENSMUSG00000048562	Sp8
chr14	112073337	112075337	+	ENSMUSG00000033214	Slitrk5
chr2	181193131	181195131	-	ENSMUSG00000027583	Zbtb46
chr9	66766512	66768512	-	ENSMUSG00000036943	Rab8b
chr11	64248314	64250314	-	ENSMUSG00000053481	F930015N05Rik
chr18	32535871	32537871	+	ENSMUSG00000024381	Bin1
chr2	71374948	71376948	-	ENSMUSG00000084946	Dlx1as
chr16	91405409	91407409	+	ENSMUSG00000022969	Il10rb
chrX	58145605	58147605	-	ENSMUSG00000045179	Sox3
chr3	141127297	141129297	-	ENSMUSG00000089737	Gm15688
chr1	183281759	183283759	+	ENSMUSG00000026514	Cnih3
chr4	77856859	77858859	+	ENSMUSG00000092492	B230208B08Rik
chr6	17230185	17232185	+	ENSMUSG00000000058	Cav2
chr14	70688257	70690257	-	ENSMUSG00000022092	Ppp3cc
chr2	52531350	52533350	-	ENSMUSG00000017412	Cacnb4
chr7	100227389	100229389	+	ENSMUSG00000051515	Fam181b
chr9	54545680	54547680	+	ENSMUSG00000032285	Dnaja4
chr9	68500593	68502593	+	ENSMUSG00000032238	Rora
chr6	105626654	105628654	+	ENSMUSG00000064293	Cntn4
chr2	71383811	71385811	-	ENSMUSG00000023391	Dlx2
chr10	53794602	53796602	-	ENSMUSG00000003746	Man1a
chr6	52189853	52191853	-	ENSMUSG00000000938	Hoxa10
chr6	25639729	25641729	-	ENSMUSG00000039904	Gpr37
chrX	162675843	162677843	+	ENSMUSG00000031342	Gpm6b
chr5	22251011	22253011	+	ENSMUSG00000058361	Lhfpl3
chr3	158224185	158226185	-	ENSMUSG00000028176	Lrrc7
chr11	11584403	11586403	-	ENSMUSG00000085652	Gm11999
chr8	130881973	130883973	+	ENSMUSG00000025810	Nrp1
chr11	101035757	101037757	-	ENSMUSG00000044052	Ccr10
chr4	93001202	93003202	-	ENSMUSG00000054000	Tusc1
chr3	14885426	14887426	+	ENSMUSG00000027562	Car2
chr12	56698904	56700904	+	ENSMUSG00000045440	Insm2
chr16	18126735	18128735	+	ENSMUSG00000043811	Rtn4r
chr11	53292668	53294668	+	ENSMUSG00000054450	Gm9945
chr4	138630485	138632485	-	ENSMUSG00000028747	Htr6
chr4	153515481	153517481	+	ENSMUSG00000029029	Wdr8
chr8	106693413	106695413	+	ENSMUSG00000031872	Bean1
chr1	164407165	164409165	-	ENSMUSG00000040265	Dnm3
chr11	119408944	119410944	+	ENSMUSG00000087675	Gm11762
chr11	101126617	101128617	-	ENSMUSG00000085083	Gm11615
chr15	93166366	93168366	-	ENSMUSG00000022634	Yaf2
chr15	31296514	31298514	-	ENSMUSG00000022237	Ankrd33b
chr12	81792578	81794578	+	ENSMUSG00000066438	3830431G21Rik
chr7	128534373	128536373	+	ENSMUSG00000046321	Hs3st2
chr3	152330104	152332104	-	ENSMUSG00000039058	Ak5
chr15	78993920	78995920	-	ENSMUSG00000033006	Sox10
chr6	92655139	92657139	-	ENSMUSG00000030020	Prickle2
chr13	38242197	38244197	+	ENSMUSG00000054889	Dsp
chr15	58045433	58047433	-	ENSMUSG00000022358	Fbxo32
chr18	84889167	84891167	-	ENSMUSG00000089760	D030046N08Rik
chr11	105152957	105154957	+	ENSMUSG00000020695	Mrc2
chr10	115023836	115025836	-	ENSMUSG00000020140	Lgr5
chr7	89078359	89080359	-	ENSMUSG00000025104	Hdgfrp3
chr6	108609623	108611623	+	ENSMUSG00000030103	Bhlhe40
chr11	96131771	96133771	+	ENSMUSG00000020875	Hoxb9
chr2	70345876	70347876	+	ENSMUSG00000075302	4933404M02Rik
chr3	90268788	90270788	-	ENSMUSG00000027931	Npr1
chr19	46205387	46207387	+	ENSMUSG00000038754	Elovl3
chr5	115107430	115109430	-	ENSMUSG00000014158	Trpv4
chr2	81892379	81894379	+	ENSMUSG00000070866	Zfp804a
chr8	96535563	96537563	-	ENSMUSG00000031751	Amfr
chr11	29724668	29726668	-	ENSMUSG00000078157	4931440F15Rik
chr9	107611806	107613806	-	ENSMUSG00000034684	Sema3f
chr11	102807002	102809002	-	ENSMUSG00000045532	C1ql1
chr5	44492271	44494271	-	ENSMUSG00000029086	Prom1
chr1	69153633	69155633	-	ENSMUSG00000062209	Erbb4
chr16	18587113	18589113	-	ENSMUSG00000009097	Tbx1
chr19	60543207	60545207	-	ENSMUSG00000045052	Prlhr
chr18	23909806	23911806	-	ENSMUSG00000086287	Gm15972
chr15	79844238	79846238	-	ENSMUSG00000000489	Pdgfb
chr11	96215005	96217005	-	ENSMUSG00000084844	Hoxb3os
chr13	94443257	94445257	-	ENSMUSG00000042118	Bhmt2
chr11	116513848	116515848	+	ENSMUSG00000075410	Gm11744
chr12	81860528	81862528	-	ENSMUSG00000062961	Gm1568
chr6	91360357	91362357	-	ENSMUSG00000030093	Wnt7a
chr5	58108260	58110260	+	ENSMUSG00000029108	Pcdh7
chr6	142649794	142651794	-	ENSMUSG00000030249	Abcc9
chr2	147018979	147020979	-	ENSMUSG00000027434	Nkx2-2
chr8	11311805	11313805	+	ENSMUSG00000031503	Col4a2
chr2	169457513	169459513	+	ENSMUSG00000047907	Tshz2
chr5	15439509	15441509	+	ENSMUSG00000040118	Cacna2d1
chr1	108609851	108611851	-	ENSMUSG00000057329	Bcl2
chr2	91898526	91900526	-	ENSMUSG00000087018	2900072N19Rik
chr7	73532236	73534236	-	ENSMUSG00000015133	Lrrk1
chr5	74041619	74043619	+	ENSMUSG00000029155	Spata18
chr6	99674765	99676765	+	ENSMUSG00000085308	Gm16748
chr2	144992490	144994490	+	ENSMUSG00000063873	Slc24a3
chr5	34063373	34065373	+	ENSMUSG00000054252	Fgfr3
chr3	87598084	87600084	-	ENSMUSG00000028072	Ntrk1
chr19	10530937	10532937	-	ENSMUSG00000090291	Lrrc10b
chr9	21792897	21794897	-	ENSMUSG00000040146	Rgl3
chr7	149280748	149282748	-	ENSMUSG00000037887	Dusp8
chr11	96144571	96146571	+	ENSMUSG00000038721	Hoxb7
chr9	8543432	8545432	+	ENSMUSG00000031997	Trpc6
chr1	88566147	88568147	-	ENSMUSG00000026241	Nppc
chr1	165242841	165244841	-	ENSMUSG00000026586	Prrx1
chr2	180068404	180070404	-	ENSMUSG00000015627	Gata5
chr1	194013666	194015666	+	ENSMUSG00000058248	Kcnh1
chr7	96551876	96553876	+	ENSMUSG00000049791	Fzd4
chr2	17652091	17654091	-	ENSMUSG00000053702	Nebl
chr12	30621901	30623901	+	ENSMUSG00000020674	Pxdn
chr11	75840284	75842284	-	ENSMUSG00000020846	Fam101b
chr5	30431624	30433624	-	ENSMUSG00000086815	3110082J24Rik
chr17	57244365	57246365	-	ENSMUSG00000079414	Gm11110
chr11	102005827	102007827	+	ENSMUSG00000048217	Nags
chr2	24330119	24332119	-	ENSMUSG00000026976	Pax8
chr11	53276115	53278115	-	ENSMUSG00000085707	Gm12212
chrX	35604616	35606616	-	ENSMUSG00000036502	Fam70a
chr5	72894712	72896712	-	ENSMUSG00000005220	Corin
chr6	82351328	82353328	+	ENSMUSG00000030043	Tacr1
chr11	35611386	35613386	-	ENSMUSG00000051062	Fbll1
chr2	74532577	74534577	+	ENSMUSG00000086077	Gm14396
chr15	75919443	75921443	-	ENSMUSG00000075590	Nrbp2
chr11	103634464	103636464	+	ENSMUSG00000000125	Wnt3
chr9	63868866	63870866	-	ENSMUSG00000036867	Smad6
chr18	75119917	75121917	-	ENSMUSG00000053846	Lipg
chr1	75138271	75140271	-	ENSMUSG00000033159	1810031K17Rik
chr5	53603691	53605691	-	ENSMUSG00000029189	Sel1l3
chr1	74900508	74902508	+	ENSMUSG00000090071	Cdk5r2
chr8	95197188	95199188	+	ENSMUSG00000031738	Irx6
chr1	39707027	39709027	-	ENSMUSG00000050967	Creg2
chr1	14745047	14747047	-	ENSMUSG00000025930	Msc
chr2	70346256	70348256	-	ENSMUSG00000086515	Gm16292
chr7	51564623	51566623	+	ENSMUSG00000038738	Shank1
chr4	86875381	86877381	-	ENSMUSG00000037996	Slc24a2
chr1	14744535	14746535	+	ENSMUSG00000054493	Gm9947
chr12	112723034	112725034	-	ENSMUSG00000010529	Gm266
chr19	19184686	19186686	-	ENSMUSG00000036192	Rorb
chr8	36649852	36651852	+	ENSMUSG00000070056	Mfhas1
chr1	172518992	172520992	-	ENSMUSG00000038473	Nos1ap
chr8	30328810	30330810	-	ENSMUSG00000063626	Unc5d
chr11	70272486	70274486	-	ENSMUSG00000018920	Cxcl16
chr6	39067348	39069348	-	ENSMUSG00000038507	Parp12
chr5	34325086	34327086	+	ENSMUSG00000070858	Gm1673
chr5	18731373	18733373	-	ENSMUSG00000084779	4921504A21Rik
chr10	18462564	18464564	-	ENSMUSG00000019852	D10Bwg1379e
chr11	98189962	98191962	-	ENSMUSG00000038255	Neurod2
chr16	85802358	85804358	-	ENSMUSG00000022893	Adamts1
chr9	85219731	85221731	-	ENSMUSG00000032265	Fam46a
chrX	103679740	103681740	-	ENSMUSG00000033737	Fndc3c1
chr11	6962492	6964492	+	ENSMUSG00000020431	Adcy1
chr13	105844010	105846010	-	ENSMUSG00000021719	Rgs7bp
chr1	91828865	91830865	-	ENSMUSG00000034486	Gbx2
chr16	94549027	94551027	+	ENSMUSG00000022941	Ripply3
chr3	53460277	53462277	-	ENSMUSG00000037016	Frem2
chr14	70576488	70578488	-	ENSMUSG00000022090	Pdlim2
chr5	38549706	38551706	-	ENSMUSG00000029126	Nsg1
chr11	94980403	94982403	+	ENSMUSG00000001510	Dlx3
chr14	45477346	45479346	+	ENSMUSG00000085500	Gm16976
chr6	48394824	48396824	-	ENSMUSG00000068551	Zfp467
chr3	49560238	49562238	-	ENSMUSG00000037892	Pcdh18
chr18	75978832	75980832	+	ENSMUSG00000044646	Zbtb7c
chr16	63862984	63864984	-	ENSMUSG00000052504	Epha3
chr16	38712387	38714387	-	ENSMUSG00000022799	Arhgap31
chr3	20054216	20056216	-	ENSMUSG00000019528	Gyg
chr18	38368426	38370426	+	ENSMUSG00000089983	2010320O07Rik
chr12	112679680	112681680	+	ENSMUSG00000021281	Tnfaip2
chr11	59119430	59121430	+	ENSMUSG00000000126	Wnt9a
chr14	56401879	56403879	-	ENSMUSG00000022220	Adcy4
chr3	83569243	83571243	+	ENSMUSG00000027996	Sfrp2
chr2	25144435	25146435	+	ENSMUSG00000026961	Lrrc26
chr4	58190119	58192119	+	ENSMUSG00000092061	Gm17243
chrX	8776028	8778028	+	ENSMUSG00000047344	Lancl3
chr6	70905525	70907525	+	ENSMUSG00000055874	Foxi3
chr8	95482978	95484978	+	ENSMUSG00000055368	Slc6a2
chr12	112508322	112510322	+	ENSMUSG00000021278	Amn
chr9	23026520	23028520	+	ENSMUSG00000031963	Bmper
chr3	159501701	159503701	+	ENSMUSG00000028173	Wls
chr11	102464745	102466745	+	ENSMUSG00000050288	Fzd2
chrX	70883758	70885758	+	ENSMUSG00000031383	Dusp9
chr1	6348537	6350537	+	ENSMUSG00000087247	Fam150a
chr13	15554068	15556068	+	ENSMUSG00000021318	Gli3
chr4	124333889	124335889	+	ENSMUSG00000090125	Pou3f1
chr7	82452588	82454588	+	ENSMUSG00000086403	1500012K07Rik
chr16	29208781	29210781	+	ENSMUSG00000022525	Hrasls
chr18	32536938	32538938	-	ENSMUSG00000085670	A830052D11Rik
chr17	23879201	23881201	+	ENSMUSG00000086281	9530082P21Rik
chr10	122114818	122116818	+	ENSMUSG00000034613	Ppm1h
chr10	102490654	102492654	-	ENSMUSG00000092348	Alx1
chr11	52577136	52579136	+	ENSMUSG00000036264	Fstl4
chr11	98208718	98210718	+	ENSMUSG00000061718	Ppp1r1b
chr19	34548298	34550298	+	ENSMUSG00000085164	Gm16704
chr9	69605547	69607547	+	ENSMUSG00000087375	B230323A14Rik
chr11	98406345	98408345	-	ENSMUSG00000018168	Ikzf3
chr4	124662674	124664674	+	ENSMUSG00000028871	Rspo1
chr12	51749210	51751210	-	ENSMUSG00000002688	Prkd1
chr3	106903485	106905485	+	ENSMUSG00000040724	Kcna2
chr6	142360961	142362961	+	ENSMUSG00000071112	B230216G23Rik
chr2	130400909	130402909	+	ENSMUSG00000027301	Oxt
chr10	43723652	43725652	-	ENSMUSG00000019866	Aim1
chr6	83019287	83021287	-	ENSMUSG00000068327	Tlx2
chr12	32243834	32245834	-	ENSMUSG00000020651	Slc26a4
chr10	84217807	84219807	+	ENSMUSG00000020037	Rfx4
chr16	85900370	85902370	-	ENSMUSG00000022894	Adamts5
chr12	113368091	113370091	+	ENSMUSG00000065574	Mir203
chr3	96399559	96401559	+	ENSMUSG00000049097	Ankrd34a
chr11	11937686	11939686	-	ENSMUSG00000020176	Grb10
chr3	58495511	58497511	+	ENSMUSG00000087019	4930593A02Rik
chr3	36419735	36421735	-	ENSMUSG00000085007	Gm11549
chr3	133898784	133900784	+	ENSMUSG00000044365	Cxxc4
chr13	34743550	34745550	-	ENSMUSG00000021411	1300014I06Rik
chr3	28979945	28981945	+	ENSMUSG00000063600	Egfem1
chr4	122792507	122794507	+	ENSMUSG00000076438	Oxct2b
chr7	35903312	35905312	+	ENSMUSG00000034957	Cebpa
chr10	117065556	117067556	+	ENSMUSG00000020183	Cpm
chr15	90879382	90881382	-	ENSMUSG00000022629	Kif21a
chr1	42750770	42752770	+	ENSMUSG00000093436	Gm20646
chr19	31838312	31840312	-	ENSMUSG00000052920	Prkg1
chr11	11584006	11586006	+	ENSMUSG00000018654	Ikzf1
chr11	119408067	119410067	-	ENSMUSG00000025582	Nptx1
chr15	102750534	102752534	+	ENSMUSG00000001655	Hoxc13
chr17	44324521	44326521	+	ENSMUSG00000023959	Clic5
chr15	75739221	75741221	+	ENSMUSG00000047166	Tigd5
chr7	52435552	52437552	+	ENSMUSG00000038300	Pth2
chr9	81524158	81526158	+	ENSMUSG00000085832	D430036J16Rik
chr5	38107392	38109392	-	ENSMUSG00000029123	Stk32b
chr8	4205882	4207882	-	ENSMUSG00000086805	4932443L11Rik
chr16	26104870	26106870	-	ENSMUSG00000038168	Leprel1
chr17	34806480	34808480	+	ENSMUSG00000033327	Tnxb
chr16	58523356	58525356	-	ENSMUSG00000022747	St3gal6
chr5	99680946	99682946	-	ENSMUSG00000029333	Rasgef1b
chr2	35959928	35961928	-	ENSMUSG00000026890	Lhx6
chr4	47003745	47005745	-	ENSMUSG00000039809	Gabbr2
chrX	45693535	45695535	+	ENSMUSG00000036959	Bcorl1
chr2	92299695	92301695	-	ENSMUSG00000049922	Slc35c1
chr5	148117846	148119846	-	ENSMUSG00000029646	Cdx2
chr11	71948280	71950280	-	ENSMUSG00000040543	Pitpnm3
chr16	23224441	23226441	-	ENSMUSG00000045231	BC106179
chr15	93425322	93427322	-	ENSMUSG00000036158	Prickle1
chr6	141196790	141198790	+	ENSMUSG00000041741	Pde3a
chr2	127366203	127368203	-	ENSMUSG00000027376	Prom2
chr8	125640274	125642274	+	ENSMUSG00000034796	Cpne7
chr1	74997246	74999246	-	ENSMUSG00000006538	Ihh
chr13	31650202	31652202	-	ENSMUSG00000090863	A530084C06Rik
chr10	111707179	111709179	+	ENSMUSG00000035681	Kcnc2
chr5	7959472	7961472	+	ENSMUSG00000012428	Steap4
chr6	72184571	72186571	-	ENSMUSG00000037621	Atoh8
chr4	107106196	107108196	+	ENSMUSG00000034762	Glis1
chr12	86939366	86941366	+	ENSMUSG00000034271	Jdp2
chr12	105710537	105712537	-	ENSMUSG00000021095	Gsc
chr4	97423080	97425080	-	ENSMUSG00000085710	Gm12676
chr3	58495322	58497322	-	ENSMUSG00000036432	Siah2
chr14	51516131	51518131	-	ENSMUSG00000091089	A930018M24Rik
chr19	45816405	45818405	-	ENSMUSG00000025219	Fgf8
chr11	4847067	4849067	-	ENSMUSG00000020396	Nefh
chr5	24605460	24607460	-	ENSMUSG00000028944	Prkag2
chr19	45222726	45224726	+	ENSMUSG00000025215	Tlx1
chr8	13493535	13495535	-	ENSMUSG00000031451	Gas6
chr17	25706631	25708631	-	ENSMUSG00000024176	Sox8
chr13	78338018	78340018	-	ENSMUSG00000069171	Nr2f1
chr17	5491600	5493600	+	ENSMUSG00000034265	Zdhhc14
chr10	44247307	44249307	-	ENSMUSG00000038151	Prdm1
chr7	53650867	53652867	+	ENSMUSG00000058975	Kcnc1
chr15	57525220	57527220	+	ENSMUSG00000071757	Zhx2
chr6	30907990	30909990	-	ENSMUSG00000073209	Klf14
chr14	13177379	13179379	-	ENSMUSG00000021743	Fezf2
chr4	70195029	70197029	-	ENSMUSG00000039270	Megf9
chr3	131747256	131749256	+	ENSMUSG00000028031	Dkk2
chr5	42154735	42156735	-	ENSMUSG00000049691	Nkx3-2
chr8	107792701	107794701	+	ENSMUSG00000033249	Hsf4
chr10	115909220	115911220	+	ENSMUSG00000059769	4933400F03Rik
chr10	115909219	115911219	+	ENSMUSG00000085837	4933400F03Rik
chr19	44909428	44911428	-	ENSMUSG00000092369	1700039E22Rik
chrX	131010029	131012029	-	ENSMUSG00000009596	Taf7l
chr2	49642208	49644208	+	ENSMUSG00000026765	Lypd6b
chr11	58948904	58950904	-	ENSMUSG00000061462	Obscn
chr15	101268235	101270235	-	ENSMUSG00000047641	Krt83
chr13	83868187	83870187	-	ENSMUSG00000091547	Gm17547
chr2	14524933	14526933	+	ENSMUSG00000057914	Cacnb2
chr4	131476686	131478686	+	ENSMUSG00000070720	Tmem200b
chr4	9770519	9772519	+	ENSMUSG00000051279	Gdf6
chr16	22656294	22658294	-	ENSMUSG00000022861	Dgkg
chr18	67019126	67021126	-	ENSMUSG00000047259	Mc4r
chr2	23175766	23177766	+	ENSMUSG00000069132	Nxph2
chr15	57525236	57527236	+	ENSMUSG00000093496	Zhx2
chr12	15822683	15824683	-	ENSMUSG00000020601	Trib2
chr8	73010257	73012257	-	ENSMUSG00000035964	Tmem59l
chr2	125548884	125550884	-	ENSMUSG00000035109	Shc4
chr2	180890719	180892719	-	ENSMUSG00000016349	Eef1a2
chr9	58160019	58162019	-	ENSMUSG00000032334	Loxl1
chr4	99767396	99769396	+	ENSMUSG00000035305	Ror1
chr9	69607747	69609747	-	ENSMUSG00000059246	Foxb1
chr9	24577746	24579746	-	ENSMUSG00000031965	Tbx20
chr13	37869269	37871269	+	ENSMUSG00000039087	Rreb1
chr3	26229072	26231072	+	ENSMUSG00000074664	A830092H15Rik
chr1	75138360	75140360	+	ENSMUSG00000049339	Fam134a
chr10	86955405	86957405	-	ENSMUSG00000020052	Ascl1
chr2	139502914	139504914	+	ENSMUSG00000074766	Ism1
chr12	106247019	106249019	-	ENSMUSG00000054150	4831426I19Rik
chr9	58670319	58672319	+	ENSMUSG00000032338	Hcn4
chr7	73571403	73573403	-	ENSMUSG00000015134	Aldh1a3
chr7	89483204	89485204	+	ENSMUSG00000070469	Adamtsl3
chr10	74522641	74524641	+	ENSMUSG00000009681	Bcr
chrX	133638261	133640261	-	ENSMUSG00000084086	Gm5761
chr17	57226205	57228205	-	ENSMUSG00000062591	Tubb4a
chr2	102497816	102499816	+	ENSMUSG00000005089	Slc1a2
chr7	65912572	65914572	+	ENSMUSG00000025324	Atp10a
chr12	110690033	110692033	+	ENSMUSG00000040856	Dlk1
chr10	6978406	6980406	+	ENSMUSG00000086086	Gm16760
chr2	25434619	25436619	-	ENSMUSG00000029419	Gm996
chr5	24032094	24034094	-	ENSMUSG00000067724	Gbx1
chr10	102490685	102492685	-	ENSMUSG00000036602	Alx1
chr13	31897515	31899515	+	ENSMUSG00000050295	Foxc1
chr6	120412215	120414215	+	ENSMUSG00000002897	Il17ra
chr7	133224925	133226925	-	ENSMUSG00000046182	Gsg1l
chr2	180510605	180512605	-	ENSMUSG00000045493	Bhlhe23
chr11	74982021	74984021	-	ENSMUSG00000043099	Hic1
chr5	98458981	98460981	-	ENSMUSG00000029338	Antxr2
chr6	28164555	28166555	+	ENSMUSG00000043340	6530409C15Rik
chr9	48643050	48645050	-	ENSMUSG00000066687	Zbtb16
chr18	80908810	80910810	-	ENSMUSG00000033016	Nfatc1
chr13	29042011	29044011	-	ENSMUSG00000078309	Sox4
chr12	113916039	113918039	+	ENSMUSG00000037638	Zbtb42
chr2	80286782	80288782	-	ENSMUSG00000027004	Frzb
chr11	116514627	116516627	-	ENSMUSG00000020810	Cygb
chr1	182871475	182873475	+	ENSMUSG00000026519	Tmem63a
chr7	135561272	135563272	-	ENSMUSG00000030844	Rgs10
chr16	17796375	17798375	+	ENSMUSG00000012017	Scarf2
chr6	39067407	39069407	+	ENSMUSG00000073144	4930599N23Rik
chr15	85410572	85412572	+	ENSMUSG00000087046	AU022754
chr10	121884555	121886555	+	ENSMUSG00000020123	Avpr1a
chr9	42751576	42753576	-	ENSMUSG00000032017	Grik4
chr10	21867629	21869629	-	ENSMUSG00000055657	E030030I06Rik
chr4	122792929	122794929	-	ENSMUSG00000091865	Gm17244
chr12	62623137	62625137	+	ENSMUSG00000035653	Lrfn5
chr16	9994014	9996014	-	ENSMUSG00000059003	Grin2a
chr8	83133938	83135938	+	ENSMUSG00000042353	Frem3
chr10	23068701	23070701	-	ENSMUSG00000010461	Eya4
chr8	101939371	101941371	-	ENSMUSG00000036510	Cdh8
chr4	87678405	87680405	+	ENSMUSG00000084809	Gm12631
chr19	41458586	41460586	-	ENSMUSG00000025017	Pik3ap1
chr11	100831201	100833201	-	ENSMUSG00000004044	Ptrf
chr11	113927360	113929360	-	ENSMUSG00000041592	Sdk2
chr9	54611555	54613555	+	ENSMUSG00000032291	Crabp1
chr17	30026029	30028029	+	ENSMUSG00000086534	Gm16758
chr10	118890090	118892090	+	ENSMUSG00000034813	Grip1
chr14	64561511	64563511	+	ENSMUSG00000063060	Sox7
chr8	28195313	28197313	+	ENSMUSG00000031486	Gpr124
chr5	28791914	28793914	+	ENSMUSG00000091169	Gm17493
chr5	76373483	76375483	-	ENSMUSG00000062960	Kdr
chr17	35105857	35107857	+	ENSMUSG00000092609	Gm20481
chr3	29910301	29912301	+	ENSMUSG00000085702	Gm16722
chr7	64764379	64766379	-	ENSMUSG00000055078	Gabra5
chr2	146910181	146912181	-	ENSMUSG00000054160	Nkx2-4
chr9	112137442	112139442	-	ENSMUSG00000032503	Arpp21
chr9	27597360	27599360	+	ENSMUSG00000062257	Opcml
chr3	66784312	66786312	+	ENSMUSG00000034544	Rsrc1
chr17	66121092	66123092	-	ENSMUSG00000056515	Rab31
chr19	16947130	16949130	-	ENSMUSG00000056829	Foxb2
chr6	108609928	108611928	-	ENSMUSG00000087341	0610040F04Rik
chr18	82575169	82577169	-	ENSMUSG00000024553	Galr1
